patient_14_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_21_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_12_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_31_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_6_Healthy_ATACseq_REP1.mLb.clN.sorted.bam	patient_10_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_13_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_28_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_29_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_33_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_11_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_22_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_18_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_9_Healthy_ATACseq_REP1.mLb.clN.sorted.bam	patient_32_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_27_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_16_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_30_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_26_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_7_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_4_Healthy_ATACseq_REP1.mLb.clN.sorted.bam	patient_14_Relapse_ATACseq_REP1.mLb.clN.sorted.bam	patient_7_Healthy_ATACseq_REP1.mLb.clN.sorted.bam	patient_20_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_26_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_25_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_23_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_24_Remission_ATACseq_REP1.mLb.clN.sorted.bam	patient_17_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_27_Primary_ATACseq_REP1.mLb.clN.sorted.bam	patient_5_Healthy_ATACseq_REP1.mLb.clN.sorted.bam	patient_8_Healthy_ATACseq_REP1.mLb.clN.sorted.bam	patient_19_Primary_ATACseq_REP1.mLb.clN.sorted.bam
chr16-527277-528000	2.19008650794997	3.36728071604314	5.76838236414287	5.0546820064969	5.44423152371056	4.22919910972348	3.74622547654946	4.57978323611529	4.24386989170553	4.72684215321764	5.47825963358578	6.37443301416613	5.73059944366294	6.68106908098727	5.87677518468187	4.97724441418173	4.17549371340426	4.70611200743982	6.32403618230263	4.7779570042614	5.77235217830996	4.99477452078434	6.02900123203803	5.57044636039262	4.99871234638006	6.75289639013486	6.38629906206245	6.43605113703528	3.25299316239068	5.42215636428396	6.71735188570456	5.97035388519307	4.66281511950405
chr9-98743916-98744497	4.51217978218187	4.78593912955918	5.04888329282667	3.55232020085015	5.44423152371056	3.21627903778701	4.47735661067468	5.06993101605305	4.83468641159169	3.73661325035933	3.99964727766594	5.79505239862741	6.02751468088552	4.86174376840165	3.68945096989526	4.75541685591539	5.69586369598832	4.44589926351917	6.00474744250232	6.5857268761791	4.18788038549469	6.36847609437883	6.29120679576521	6.42126836457715	3.63159567256398	6.34114518631579	5.81439789721746	5.96952500179344	4.28344691341555	4.91199148122587	4.14513000270631	5.07171130386827	2.19008650794997
chr4-118639359-118639510	2.19008650794997	4.00678084317496	2.19008650794997	3.55232020085015	4.58803044306896	2.19008650794997	2.19008650794997	3.23281346345423	4.56931324777932	4.14677347327266	3.36172746006668	3.63267625175254	3.66135344544289	4.64329828472888	4.09342259235336	3.17833930361434	4.17549371340426	2.19008650794997	3.09420846547704	4.7779570042614	3.18861613454688	4.33451929061303	3.15406958513768	3.22284030987599	3.08385578273628	3.06846438077865	4.30541348710284	3.51077175287189	3.25299316239068	3.82190680497628	4.14513000270631	3.23387387592797	4.66281511950405
chr3-105838621-105838866	2.19008650794997	4.00678084317496	4.23519755801679	5.9520772724653	3.23806367316622	4.55369739209785	4.1576192043155	3.83174163429096	3.82295452261484	3.16135611395696	3.99964727766594	3.63267625175254	3.66135344544289	3.11248823452756	4.40867018899665	4.1724296360999	5.2603659630621	3.14912081910646	3.64574139223712	3.77737587387882	4.18788038549469	4.58966232566214	4.45394787160187	4.23894251053889	4.5933871983276	4.00357901357519	4.06441358281704	3.88909207337146	3.25299316239068	4.91199148122587	4.72500975002661	3.23387387592797	4.2022800870916
chr10-12451275-12451495	2.19008650794997	4.00678084317496	2.19008650794997	3.55232020085015	3.8386704413841	2.19008650794997	3.16852302563917	3.23281346345423	3.82295452261484	4.72684215321764	5.65232498417927	4.59477402570761	3.66135344544289	4.64329828472888	3.12636879735318	4.1724296360999	3.50035219952915	3.72016545187383	5.70822658240155	6.3633067952314	2.19008650794997	3.62869448644119	4.13571822740435	3.22284030987599	4.33807586966427	4.00357901357519	4.85288704849501	3.88909207337146	3.25299316239068	2.955349006718	5.30657377279154	2.19008650794997	3.52177769697263
chr6-52026615-52026999	4.51217978218187	6.59484309431979	6.2462583156074	6.11013790868764	5.7355962372259	6.48724557276319	5.32145072729355	6.17573735807129	7.34677718315825	6.88912139430431	5.47825963358578	5.3162954504496	6.97614913551415	4.86174376840165	4.8864240888706	5.62808791403495	7.95231290033334	6.28162891096323	5.91251675120743	3.19183200859628	3.77308817759327	4.58966232566214	5.29534625271233	4.82923271987736	7.43402361815919	5.42014683759294	4.69242600456675	5.14247833014445	7.35408281930246	5.62244589403906	4.46401059490038	4.5814503496686	2.19008650794997
chr16-68011893-68012492	3.77518665943821	4.00678084317496	4.23519755801679	4.24029498604534	4.85414688411525	3.80986776318371	4.96027571376842	4.25371159686787	4.24386989170553	4.9478332855452	4.44045186746796	4.81166963216777	4.37446376559964	4.38577151349835	5.7706044996016	4.97724441418173	2.19008650794997	5.43741766756812	5.59409816642207	5.19313974956755	5.99470954269418	4.58966232566214	4.71451136576236	4.23894251053889	3.63159567256398	4.31217235100488	5.24880832313728	5.27572125797604	3.8583294227388	4.35949722079782	5.59484259226321	5.43696002670485	4.2022800870916
chrX-140555411-140555950	3.77518665943821	3.36728071604314	5.56598103256575	4.24029498604534	3.23806367316622	4.22919910972348	4.96027571376842	6.97160093876966	4.83468641159169	4.46576726820586	5.28027373005542	2.19008650794997	3.66135344544289	4.07206564640623	4.09342259235336	3.75936471694772	4.63359136581217	4.70611200743982	4.04376906308587	3.19183200859628	2.19008650794997	3.62869448644119	3.72682382088786	4.82923271987736	5.687863650527	3.61049581926729	3.41236732521092	4.1885327781261	5.10365919127448	2.19008650794997	3.73515741264756	3.83314173199605	4.2022800870916
chr1-202709134-202709632	2.19008650794997	4.78593912955918	2.19008650794997	4.70420554049321	5.07873673501257	3.21627903778701	3.74622547654946	3.23281346345423	4.56931324777932	4.14677347327266	2.19008650794997	3.08464565433919	4.37446376559964	6.04098764371409	4.66723368136626	4.75541685591539	2.19008650794997	6.69548135042816	4.61151878896711	4.19270396760951	4.50966128553461	4.80639150854065	3.72682382088786	4.82923271987736	4.5933871983276	4.00357901357519	4.85288704849501	4.1885327781261	5.29843606558227	4.75025230016974	4.14513000270631	4.5814503496686	6.06318898365072
chr5-113836358-113836529	2.19008650794997	4.00678084317496	4.23519755801679	2.19008650794997	2.19008650794997	5.23561601346385	3.16852302563917	2.19008650794997	4.24386989170553	4.14677347327266	3.36172746006668	4.02888710449233	2.19008650794997	2.19008650794997	4.8864240888706	2.19008650794997	3.50035219952915	3.72016545187383	3.09420846547704	3.19183200859628	3.18861613454688	4.0243479033506	2.19008650794997	3.22284030987599	3.08385578273628	3.06846438077865	2.92697398016985	3.51077175287189	2.19008650794997	2.19008650794997	3.73515741264756	3.23387387592797	4.2022800870916
chr18-38054303-38054791	2.19008650794997	4.00678084317496	3.54821558233091	3.55232020085015	4.85414688411525	3.80986776318371	4.1576192043155	5.7262861232734	2.19008650794997	6.30525362899579	3.99964727766594	4.59477402570761	3.10566581874436	4.86174376840165	5.53148980702756	4.49317288701063	4.17549371340426	5.11761465092733	3.64574139223712	4.19270396760951	3.77308817759327	5.68367646712305	4.13571822740435	5.05314373694698	4.99871234638006	4.7822069890742	4.51185835471415	4.1885327781261	3.25299316239068	4.91199148122587	3.16027169593464	5.43696002670485	5.29188407884735
chrX-91501425-91501628	2.19008650794997	2.19008650794997	2.19008650794997	2.19008650794997	3.23806367316622	2.19008650794997	2.19008650794997	2.19008650794997	2.19008650794997	4.9478332855452	3.99964727766594	3.08464565433919	3.66135344544289	3.67062857578912	3.68945096989526	2.19008650794997	2.19008650794997	3.14912081910646	3.09420846547704	2.19008650794997	2.19008650794997	3.08173588861564	2.19008650794997	3.81855755507301	3.63159567256398	3.61049581926729	2.19008650794997	3.88909207337146	2.19008650794997	2.19008650794997	3.73515741264756	2.19008650794997	5.29188407884735
chr2-42568675-42568955	2.19008650794997	3.36728071604314	3.54821558233091	2.19008650794997	3.23806367316622	3.21627903778701	3.16852302563917	3.23281346345423	2.19008650794997	4.14677347327266	2.19008650794997	4.33940014466	3.66135344544289	3.67062857578912	4.40867018899665	3.75936471694772	3.50035219952915	2.19008650794997	4.35539415638789	3.77737587387882	4.18788038549469	4.80639150854065	4.13571822740435	4.56406959096881	3.63159567256398	2.19008650794997	4.30541348710284	3.88909207337146	3.8583294227388	3.82190680497628	2.19008650794997	5.72816864935685	4.2022800870916
chr9-15125932-15126120	6.09716981095522	3.36728071604314	4.23519755801679	3.55232020085015	4.26146691477983	3.21627903778701	3.74622547654946	3.83174163429096	3.22616394735835	3.73661325035933	3.36172746006668	3.63267625175254	3.66135344544289	2.19008650794997	4.09342259235336	4.49317288701063	4.17549371340426	4.12819334087842	4.35539415638789	5.36311316310294	4.18788038549469	5.56974296097158	3.72682382088786	5.05314373694698	4.02765542064148	4.00357901357519	4.51185835471415	3.51077175287189	2.19008650794997	4.11559871030359	3.73515741264756	4.84730663107671	4.66281511950405
chr20-32366166-32367194	8.34003719084022	7.91025514158418	8.43894784776884	7.68140134824979	9.86144684526779	7.88484043279297	9.00499359293636	7.82715841724561	8.84559908194403	7.52576885214945	8.31725084810798	9.9143631063839	7.54357518558634	9.55495664293458	6.9223850077667	9.12088377177201	6.41955635811468	7.88987251755853	8.24222824156421	8.25961257935193	9.64659261394258	7.49344060028872	9.49262058361628	9.1123017651493	7.99521248035775	8.97118304317689	9.29492808468243	9.21869749078745	8.03896204322907	8.76686099989181	8.83085898306661	8.9048816641675	10.503186691147
chr4-21376476-21377127	3.77518665943821	4.78593912955918	2.19008650794997	4.24029498604534	3.23806367316622	3.80986776318371	2.19008650794997	4.57978323611529	4.56931324777932	6.04287566589571	3.36172746006668	4.33940014466	4.37446376559964	4.86174376840165	5.53148980702756	4.1724296360999	3.50035219952915	5.43741766756812	5.18489094536429	4.19270396760951	4.77259755312614	3.62869448644119	4.13571822740435	5.24692671359977	4.81023771348443	3.61049581926729	5.3598378993219	4.1885327781261	3.25299316239068	2.955349006718	3.16027169593464	4.84730663107671	3.52177769697263
chr2-74951301-74952114	7.04826685509783	5.95706908570004	7.20223070419873	6.71312191133078	4.26146691477983	4.22919910972348	3.16852302563917	6.07581056522881	5.25264203679424	5.30853285984589	4.44045186746796	4.81166963216777	5.93516989874376	4.64329828472888	5.39521566657999	4.75541685591539	5.87254479807161	5.28635943981213	4.82895531728542	6.3633067952314	3.77308817759327	7.01635390952365	4.71451136576236	4.82923271987736	4.81023771348443	4.97000813423842	5.46292989555663	4.83220240782544	5.47001695579237	3.82190680497628	4.46401059490038	4.5814503496686	4.66281511950405
chr5-41661465-41662100	2.19008650794997	4.78593912955918	2.19008650794997	4.70420554049321	4.26146691477983	5.04205598057496	3.74622547654946	4.84557340813659	5.4235384366909	5.30853285984589	3.99964727766594	4.81166963216777	5.20633515894913	4.38577151349835	5.97566529763944	3.17833930361434	4.98075184866398	4.92648557183734	4.82895531728542	5.89374704111014	5.18751237021359	4.58966232566214	4.13571822740435	4.23894251053889	4.33807586966427	4.31217235100488	4.9972740206566	4.43637846994532	4.28344691341555	5.42215636428396	5.13749914165875	3.23387387592797	4.2022800870916
chr7-129871414-129871815	3.77518665943821	3.36728071604314	4.23519755801679	3.55232020085015	3.8386704413841	3.80986776318371	3.16852302563917	4.25371159686787	3.22616394735835	4.14677347327266	2.19008650794997	3.63267625175254	4.06152768658746	4.38577151349835	4.09342259235336	4.49317288701063	3.50035219952915	4.12819334087842	4.35539415638789	4.19270396760951	4.99491987163067	3.08173588861564	3.72682382088786	4.82923271987736	3.63159567256398	2.19008650794997	5.12851612756956	3.51077175287189	3.8583294227388	4.35949722079782	5.83499313233827	2.19008650794997	4.2022800870916
chr16-84747487-84748044	3.77518665943821	5.81679310171809	4.69866108869884	6.71312191133078	5.86182328892047	5.23561601346385	5.61006887241359	5.43511718705587	6.71762828583827	4.72684215321764	5.28027373005542	5.16687789390002	5.35630983081232	5.05142154067037	4.8864240888706	4.49317288701063	4.17549371340426	6.11229607459033	5.47015969833037	5.65269019498796	4.77259755312614	5.68367646712305	5.12645426236101	6.25090230613337	5.57389666805422	6.34114518631579	5.55914390721167	6.18814408407455	5.88836054172955	4.75025230016974	6.22090571543707	5.72816864935685	2.19008650794997
chr8-123630915-123631034	5.36019504082998	2.19008650794997	2.19008650794997	2.19008650794997	4.26146691477983	3.80986776318371	3.16852302563917	3.23281346345423	4.24386989170553	3.16135611395696	4.44045186746796	3.63267625175254	2.19008650794997	2.19008650794997	2.19008650794997	3.75936471694772	2.19008650794997	3.14912081910646	4.61151878896711	2.19008650794997	2.19008650794997	4.58966232566214	2.19008650794997	3.81855755507301	3.63159567256398	4.00357901357519	3.77491880307698	3.51077175287189	2.19008650794997	3.45273521452635	3.16027169593464	2.19008650794997	2.19008650794997
chr8-78309383-78309594	2.19008650794997	4.00678084317496	3.54821558233091	3.55232020085015	3.8386704413841	2.19008650794997	3.74622547654946	3.83174163429096	5.57631817824795	4.14677347327266	2.19008650794997	3.08464565433919	4.06152768658746	4.07206564640623	3.68945096989526	3.17833930361434	4.63359136581217	4.12819334087842	2.19008650794997	5.00043242511829	2.19008650794997	3.08173588861564	3.72682382088786	3.22284030987599	4.02765542064148	3.06846438077865	4.06441358281704	4.1885327781261	2.19008650794997	2.955349006718	2.19008650794997	3.83314173199605	3.52177769697263
chr1-109013898-109013986	4.51217978218187	2.19008650794997	2.19008650794997	2.19008650794997	2.19008650794997	2.19008650794997	3.16852302563917	3.23281346345423	3.22616394735835	2.19008650794997	2.19008650794997	2.19008650794997	2.19008650794997	2.19008650794997	3.12636879735318	3.17833930361434	2.19008650794997	3.14912081910646	2.19008650794997	2.19008650794997	3.77308817759327	3.08173588861564	2.19008650794997	2.19008650794997	3.08385578273628	3.06846438077865	2.92697398016985	2.99655378929956	2.19008650794997	2.19008650794997	3.16027169593464	2.19008650794997	2.19008650794997
chr11-11416317-11416926	2.19008650794997	5.05933168313457	3.54821558233091	4.24029498604534	4.58803044306896	5.04205598057496	4.1576192043155	3.23281346345423	2.19008650794997	4.9478332855452	3.99964727766594	4.33940014466	4.37446376559964	3.67062857578912	5.39521566657999	5.33906099861076	2.19008650794997	3.72016545187383	4.82895531728542	4.19270396760951	4.50966128553461	4.99477452078434	3.15406958513768	6.05768995670075	4.81023771348443	4.00357901357519	4.30541348710284	4.43637846994532	2.19008650794997	5.05741231180613	5.94157129839345	5.26586373066891	3.52177769697263
chr17-58483376-58483613	2.19008650794997	4.00678084317496	3.54821558233091	4.24029498604534	3.8386704413841	3.21627903778701	3.74622547654946	3.23281346345423	3.82295452261484	3.16135611395696	3.36172746006668	4.02888710449233	2.19008650794997	3.67062857578912	5.87677518468187	4.49317288701063	2.19008650794997	4.44589926351917	3.64574139223712	3.19183200859628	3.18861613454688	4.58966232566214	3.15406958513768	4.23894251053889	4.02765542064148	3.61049581926729	3.77491880307698	3.51077175287189	3.25299316239068	2.955349006718	2.19008650794997	4.5814503496686	4.2022800870916
chr4-99649508-99650168	3.77518665943821	3.36728071604314	7.45779475127808	6.11013790868764	5.86182328892047	6.40909366716557	6.47076451512919	6.43968396344312	5.57631817824795	6.59416322076549	8.00047360179089	6.62418100701455	8.35812895875038	5.50517129939938	5.7706044996016	6.33774143474612	7.91243017356921	4.70611200743982	6.85680590989379	7.58580985183122	4.77259755312614	5.1613758552735	6.87478683392369	4.56406959096881	6.37281721969382	6.75289639013486	5.64934057059065	5.80289359564622	6.83169031833155	5.31051666956927	5.30657377279154	5.07171130386827	5.01136856638475
chr12-121723385-121723555	2.19008650794997	4.44833302281471	2.19008650794997	2.19008650794997	4.26146691477983	3.80986776318371	3.16852302563917	2.19008650794997	3.22616394735835	2.19008650794997	2.19008650794997	3.08464565433919	3.10566581874436	2.19008650794997	4.66723368136626	4.1724296360999	2.19008650794997	3.14912081910646	2.19008650794997	5.19313974956755	3.77308817759327	3.62869448644119	2.19008650794997	4.82923271987736	2.19008650794997	3.06846438077865	3.77491880307698	3.51077175287189	3.25299316239068	4.35949722079782	3.73515741264756	2.19008650794997	3.52177769697263
chr1-177356041-177356202	2.19008650794997	2.19008650794997	3.54821558233091	4.24029498604534	2.19008650794997	3.21627903778701	2.19008650794997	3.23281346345423	2.19008650794997	3.73661325035933	3.36172746006668	2.19008650794997	3.66135344544289	2.19008650794997	3.68945096989526	3.17833930361434	2.19008650794997	3.14912081910646	2.19008650794997	4.7779570042614	3.18861613454688	3.08173588861564	3.15406958513768	2.19008650794997	4.33807586966427	2.19008650794997	3.41236732521092	3.51077175287189	3.25299316239068	4.56806405861698	2.19008650794997	3.23387387592797	2.19008650794997
chr2-893763-894322	5.36019504082998	5.05933168313457	7.33566428284035	5.57205844927487	5.59725686626592	5.93851619158496	5.47296522880962	6.35695356913684	5.95644150520038	3.73661325035933	3.99964727766594	5.79505239862741	6.27362962875943	6.12783436999931	5.0766629839823	4.97724441418173	4.98075184866398	5.11761465092733	6.25059165597165	6.3633067952314	4.77259755312614	4.99477452078434	5.58334898669239	6.15752820280387	4.81023771348443	7.03126147051706	6.67102663080304	7.48268807207732	7.77001674917878	4.35949722079782	5.59484259226321	6.35889893685922	2.19008650794997
chr3-177062931-177064036	4.99761840715308	8.01026759453418	8.65862764245655	7.73092107124349	7.83713969447028	7.48858941943788	7.53999974708037	7.82715841724561	9.1676721229102	7.80562813550735	7.59398019290062	7.56077254778192	8.91236824400325	7.49374000398082	6.23719227109604	7.55937927734203	9.36548725074645	6.50334427446367	7.55061367959467	7.8082141264427	7.57953180708706	6.78062817590876	8.16265792195383	6.42126836457715	8.03882450155474	8.02718664012852	7.14409380636422	7.30701523668331	8.88188329404942	7.68449543985747	7.68572521635577	7.66669317603008	7.52784624931845
chr9-119423298-119423742	6.58260057066146	6.08490628832605	5.76838236414287	5.77454439952713	5.44423152371056	6.48724557276319	6.90315281859406	6.07581056522881	3.82295452261484	6.13573893926333	6.82240576215006	5.98560679967159	5.20633515894913	5.74384189058203	4.8864240888706	6.07497103825825	6.41955635811468	5.28635943981213	6.00474744250232	6.10023366505093	6.09423119322567	5.88765396566039	5.44652240439464	5.41773612729772	4.5933871983276	6.19813674393862	5.12851612756956	5.96952500179344	5.47001695579237	5.05741231180613	6.22090571543707	5.58989947162212	4.2022800870916
chr7-139447681-139448455	7.39974076488987	4.00678084317496	5.33047678634198	4.24029498604534	6.52760618623912	5.82271115518146	5.47296522880962	5.06993101605305	4.24386989170553	3.16135611395696	5.47825963358578	4.59477402570761	5.20633515894913	6.04098764371409	5.53148980702756	5.33906099861076	6.3010003171946	5.28635943981213	5.33456475414455	5.65269019498796	4.77259755312614	6.2986631581761	4.71451136576236	5.8345408262397	4.02765542064148	5.13615435605095	6.21965049723214	6.04613848418873	3.8583294227388	5.31051666956927	4.94594666097887	5.72816864935685	5.01136856638475
